"_EMAIL_NOTIFY_YNEVENT_REMIND_TITLE";"Advanced Event Remind"
"_EMAIL_NOTIFY_YNEVENT_REMIND_DESCRIPTION";"This email is sent to someone to remind that an event is coming"
"_EMAIL_NOTIFY_YNEVENT_REMIND_SUBJECT";"Reminder: The event [object_title] is coming"
"_EMAIL_NOTIFY_YNEVENT_REMIND_BODY";"[header]

The event ""[object_title]"" is coming in the next 24 hours. Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynevent_notify_start
"_EMAIL_NOTIFY_YNEVENT_NOTIFY_START_TITLE";"Advanced Event Notify Start"
"_EMAIL_NOTIFY_YNEVENT_NOTIFY_START_DESCRIPTION";"This email is sent to someone to remind that an event already started"
"_EMAIL_NOTIFY_YNEVENT_NOTIFY_START_SUBJECT";"Notification: The event [object_title] already started"
"_EMAIL_NOTIFY_YNEVENT_NOTIFY_START_BODY";"[header]

The event ""[object_title]"" already started. Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynevent_notify_end
"_EMAIL_NOTIFY_YNEVENT_NOTIFY_END_TITLE";"Advanced Event Notify End"
"_EMAIL_NOTIFY_YNEVENT_NOTIFY_END_DESCRIPTION";"This email is sent to someone to remind that an event almost ended"
"_EMAIL_NOTIFY_YNEVENT_NOTIFY_END_SUBJECT";"Notification: The event [object_title] almost ended"
"_EMAIL_NOTIFY_YNEVENT_NOTIFY_END_BODY";"[header]

The event ""[object_title]"" almost ended. Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynevent_delete
"_EMAIL_NOTIFY_YNEVENT_DELETE_TITLE";"Advanced Event was deleted"
"_EMAIL_NOTIFY_YNEVENT_DELETE_DESCRIPTION";"This email is sent to someone when the event they following was deleted"
"_EMAIL_NOTIFY_YNEVENT_DELETE_SUBJECT";"The event [object_title] has been deleted"
"_EMAIL_NOTIFY_YNEVENT_DELETE_BODY";"[header]

Event [object_title] that you have been joined, was deleted .

[footer]"

"You have not joined any events yet.";"You have not joined any events yet."
"There are no events yet.";"There are no events yet."
"Why don't you %1$screate one%2$s?";"Why don't you %1$screate one%2$s?"
"There are no past events yet.";"There are no past events yet."
"Date Created";"Date Created"
"You have no friends you can invite.";"You have no friends you can invite."

"Event doesn't exists or not authorized to delete";"Event doesn't exists or not authorized to delete"
"The selected event has been deleted.";"The selected event has been deleted."

"You have not entered any users or emails to invite joining event !";"You have not entered any users or emails to invite joining event !"
"Add a person message";"Add a person message"
"Promote This Calendar";"Promote This Calendar"
"There is no event in this month";"There is no event in this month"
"Calendar Box Code";"Calendar Box Code"
"Popular Events";"Popular Events"
"Brief Description";"Brief Description"
"Set 0 for unlimited participants";"Set 0 for unlimited participants"
"Event Capacity";"Event Capacity"
"Url";"Url"
"Who may create videos for this event?";"Who may create videos for this event?"
"No location was set";"No location was set"
"Create New Video";"Create New Video"
"Sponsor Name";"Sponsor Name"
"Create Sponsor";"Create Sponsor"
"No sponsors have been added in this event yet.";"No sponsors have been added in this event yet."
"Sponsors";"Sponsors"
"This is the profile for an advanced event";"This is the profile for an advanced event"
"Nearest Location Events";"Nearest Location Events"
"Within the radius of distance (miles)";"Within the radius of distance (miles)"
"Radius";"Radius"
"Number of events in this widget";"Number of events in this widget"
"Editing: Advanced Event Profile Near Location";"Editing: Advanced Event Profile Near Location"
"miles";"miles"
"Who may create videos for this event?";"Who may create videos for this event?"
"Invited guests can invite events as well";"Invited guests can invite events as well"
"Set 0 for free";"Set 0 for free"
"Price";"Price"
"Location Name";"Location Name"
"Full Address";"Full Address"
"Please choose the following events you would like to invite to join this event.";"Please choose the following events you would like to invite to join this event."
"You have no events you can invite.";"You have no events you can invite."
"Max 250 characters";"Max 250 characters"
"Please Select";"Please Select"
"One Time Event";"One Time Event"
"Repeating Event";"Repeating Event"
"Email";"Email"
"Phone";"Phone"
"Contact Information";"Contact Information"
"Add address/city/zip/country";"Add address/city/zip/country"
"Daily";"Daily"
"daily";"daily"
"Weekly";"Weekly"
"weekly";"weekly"
"Monthly";"Monthly"
"monthly";"monthly"
"Next event";"Next event"
"End Repeat";"End Repeat"
"Repeat";"Repeat"
"Value is required and can't be empty";"Value is required and can't be empty"
"does not appear to be a float";"does not appear to be a float"
"Invite your events";"Invite your events"
"Please choose the following events you would like to invite to join this event.";"Please choose the following events you would like to invite to join this event."
"You have no events you can invite.";"You have no events you can invite."
"cancel";"canel"
"Send Invites";"Send Invites"
"Choose All events";"Choose All events"
"Message is sent successfully";"Message is sent successfully"
"Please choose at least a event to send invite!";"Please choose at least a event to send invite!"
"There is no video found";"There is no video found"
"Invite events";"Invite events"
"Promote This Event";"Promote This Event"
"Keyword";"Keyword"
"Address";"Address"
"Country";"Country"
"City";"City"
"Mile(s) from Zip/Postal Code";"Mile(s) from Zip/Postal Code"
"Zip/Postal Code";"Zip/Postal Code"
"Search";"Search"
"Add Sponsor";"Add Sponsor"
"Delete Event Sponsor?";"Delete Event Sponsor?"
"Are you sure that you want to delete the event sponsor? It will not be recoverable after being deleted.";"Are you sure that you want to delete the event sponsor? It will not be recoverable after being deleted."
"Link";"Link"
"Event {item:$object} is changed by {item:$subject}.";"Event {item:$object} is changed by {item:$subject}."
"Event {var:$ynevent_title} that you have been joined is deleted by {item:$subject}.";"Event {var:$ynevent_title} that you have been joined is deleted by {item:$subject}."
"Event {var:$ynevent_title} that you have been joined is moved to {item:$object} by {item:$subject}.";"Event {var:$ynevent_title} that you have been joined is moved to {item:$object} by {item:$subject}."
"Longitude";"Longitude"
"Latitude";"Latitude"
"Refresh map";"Refresh map"
"Add this location";"Add this location"
"Only this event";"Only this event"
"All events";"All events"
"Following events";"Following events"
"Please select";"Please select"
"No location was set";"No location was set"
"more";"more"
"less";"less"
"Please choose the type of event to delete";"Please choose the type of event to delete"
"Event Box Code";"Event Box Code"
"Options to show:";"Options to show:"
"Added Successfully";"Added Successfully"
"Edit Sponsor";"Edit Sponsor"
"Video Creation";"Video Creation"
"Please enter the address";"Please enter the address"
"not found";"not found"
"Create";"Create"
"cancel";"cancel"
" or ";" or "
"Deleted Successfully";"Deleted Successfully"
"{item:$subject} posted a new video:";"{item:$subject} posted a new video:"
"Please enter the zipcode/postal code";"Please enter the zipcode/postal code"
"Please enter the <b>Zip/Postal code</b> to search with <b>Mile(s) from Zip/Postal Code</b>";"Please enter the <b>Zip/Postal code</b> to search with <b>Mile(s) from Zip/Postal Code</b>"
"View more";"View more"
"There is no video found.";"There is no video found."
"More at";"More at"
"Liked";"Liked"
"You are allowed creating only %s event in the repeat chain.";"You are allowed creating only %s event in the repeat chain.";"You are allowed creating only %s events in the repeat chain."
"{item:$subject} posted a new video:";"{item:$subject} posted a new video:"
"Start time of the event must be less than the end repeat time";"Start time of the event must be less than the end repeat time"
"There were no events found matching your search criteria.";"There were no events found matching your search criteria."
"You have not led any events yet.";"You have not led any events yet."
"This event has 0 guests that match your search criteria.";"This event has 0 guests that match your search criteria."
"EVENT_FIELDS_VIEWS_SCRIPTS_ADMINFIELDS_DESCRIPTION":"Your members will be asked to provide some information about their event information when creating a new event. Create some event questions that allow them to describe their event in a way that relates to the theme of your community. To reorder the event questions, click on their names and drag them up or down."
"Current location...";"Current location..."
"Radius (mile)";"Radius (mile)"
"Enter a location";"Enter a location"
"Write Review";"Write Review"
"Submit";"Submit"
"Sent report successfully.";"Sent report successfully."
